RollNo	InstallmentNo	PayMode	ChequeNo	ChequeDate	DrawnOn	ReceiptNo	BankPunchNo	FinalAmt	AdvanceAmt	BalanceAmt	LateFee	CreatedBy	CreatedDate	LastUpdatedBy	LastUpdatedDate	SchoolCode	Reclot	sendtoac	receivedate	chkbounce	reason	ForSession	Narration	ChqBounceFee
S0904060	5	DD	14143	00:00.0	HDFC BANK	6		55300	0	0	0	sreeja	10:33.0	admin	28:44.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904082	5	DD	968247	00:00.0	KOTAK MAHINDRA BANK	10	NULL	49100	0	0	0	manpreet	15:21.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904091	5	CHEQUE	755362	00:00.0	HDFC BANK	36		8300	0	0	0	sreeja	18:45.0	sreeja	04:51.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904083	5	DD	622314	00:00.0	CITI BANK	11		55300	0	0	0	sreeja	11:25.0	lallan	50:13.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904084	5	DD	552437	00:00.0	PUNJAB AND SIND BANK	12	NULL	55300	0	0	0	manpreet	16:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904086	5	DD	1663	00:00.0	AXIS	14		55300	0	0	0	sreeja	16:27.0	lallan	02:52.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904069	5	DD	677329	00:00.0	ALLAHABAD BANK	21		55300	0	0	0	sreeja	17:15.0	admin	31:05.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904079	5	CHEQUE	217946	00:00.0	HDFC BANK	32		33300	0	0	0	sreeja	29:29.0	admin	22:35.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904094	5	CHEQUE	640580	00:00.0	HDFC BANK	42	NULL	8300	0	0	0	sreeja	29:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802875	5	CHEQUE	461087	00:00.0	PANJAB NATIONAL BANK	46	NULL	6400	0	0	0	lallan	46:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL	only arrear amount paid	0
S0803198	5	CHEQUE	680424	00:00.0	ICICI BANK	47	NULL	28450	0	0	0	lallan	20:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903979	5	CHEQUE	1947	00:00.0	KOTAK MAHINDRA	48	NULL	55300	0	0	0	lallan	35:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701264	5	CHEQUE	8645	00:00.0	STATE BANK OF TRAVANCOR	53	NULL	6800	0	0	0	lallan	49:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802982	5	CHEQUE	966246	00:00.0	ING VYSYA BANK LTD	55	NULL	28450	0	0	0	lallan	59:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904002	5	CHEQUE	651982	00:00.0	DEVELOPMENT CREDIT B	63	NULL	9900	0	0	0	lallan	41:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803314	5	CHEQUE	931893	00:00.0	CITI BANK	64	NULL	28450	0	0	0	lallan	42:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600913	5	CHEQUE	733322	00:00.0	BANK OF MAHARASHTRA	67	NULL	27600	0	0	0	lallan	46:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903988	5	CHEQUE	547341	00:00.0	HDFC BANK	70	NULL	11250	0	0	0	lallan	49:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803342	5	CHEQUE	812557	00:00.0	HDFC BANK	74	NULL	25250	0	0	0	lallan	38:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802980	5	CHEQUE	222941	00:00.0	HDFC BANK	93		28450	0	0	0	lallan	28:05.0	manpreet	03:07.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802730	5	CHEQUE	200465	00:00.0	INDIAN OVERSEAS BANK	99	NULL	22050	0	0	0	manpreet	38:35.0	NULL	NULL	NULL	0	0	00:00.0	1	insufficient funds	NULL		0
S0701409	5	CHEQUE	218490	00:00.0	CANARA BANK	100	NULL	6800	0	0	0	lallan	45:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903373	5	DD	45648	00:00.0	HDFC BANK	106		55300	0	0	0	manpreet	30:21.0	lallan	43:34.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903423	5	CHEQUE	705405	00:00.0	ABN AMRO	2981	NULL	9600	0	0	0	lallan	37:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903384	5	DD	433679	00:00.0	CORPORATION BANK	109		55300	0	0	0	manpreet	39:45.0	lallan	38:06.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903388	5	DD	48084	00:00.0	HDFC BANK	113	NULL	55300	0	0	0	manpreet	50:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903401	5	DD	681571	00:00.0	CITI BANK	129	NULL	55300	0	0	0	manpreet	21:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903403	5	DD	48088	00:00.0	HDFC BANK	135		55300	0	0	0	manpreet	26:19.0	lallan	37:28.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903640	5	CHEQUE	188987	00:00.0	STATE BANK OF INDIA	213	NULL	11250	0	0	0	lallan	36:07.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903394	5	DD	154518	00:00.0	ICICI BANK	141	NULL	55300	0	0	0	manpreet	34:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600404	5	CHEQUE	705930	00:00.0	IDBI BANK LTD.	143	NULL	7200	0	0	0	manpreet	43:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903408	5	DD	10009	00:00.0	ICICI BANK	149	NULL	55300	0	0	0	manpreet	48:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903424	5	DD	286469	00:00.0	ABN AMRO	155	NULL	55300	0	0	0	manpreet	01:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903414	5	DD	615762	00:00.0	CITY BANK	157	NULL	55300	0	0	0	manpreet	04:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903422	5	DD	521769	00:00.0	CITY BANK	158		56950	0	0	0	manpreet	05:44.0	lallan	37:20.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701718	5	CHEQUE	3812	00:00.0	HDFC BANK	166	NULL	28850	0	0	0	manpreet	13:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903431	5	DD	704584	00:00.0	HDFC BANK	167	NULL	55300	0	0	0	manpreet	13:46.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701940	5	CHEQUE	804737	00:00.0	STATE BANK OF PATIAL	168	NULL	28850	0	0	0	manpreet	14:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600878	5	CHEQUE	291819	00:00.0	AXIS	170	NULL	29250	0	0	0	manpreet	15:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601056	5	CHEQUE	504469	00:00.0	STATE BANK OF PATIAL	178		7200	0	0	0	manpreet	25:25.0	lallan	55:05.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903433	5	DD	517581	00:00.0	LAKSHMI VILAS BANK	180		55300	0	0	0	manpreet	26:23.0	lallan	08:49.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903436	5	DD	85933	00:00.0	STATE BANK OF INDIA	181		55300	0	0	0	manpreet	27:31.0	lallan	06:51.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802290	5	CHEQUE	247482	00:00.0	HDFC BANK	182	NULL	6400	0	0	0	lallan	27:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903475	5	DD	831946	00:00.0	CITI BANK	186	NULL	11250	0	0	0	lallan	32:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903653	5	CHEQUE	462720	00:00.0	ABN AMRO	192	NULL	11250	0	0	0	manpreet	38:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803250	5	DD	566071	00:00.0	STANDARD CHARTERED	193	NULL	16000	0	0	0	lallan	50:46.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701839	5	CHEQUE	123642	00:00.0	IDBI BANK LTD.	200		29400	0	0	0	lallan	51:46.0	lallan	31:09.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803374	5	CHEQUE	974334	00:00.0	ICICI BANK	201	NULL	28450	0	0	0	manpreet	28:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903986	5	CHEQUE	165063	00:00.0	ICICI BANK	202	NULL	9600	0	0	0	manpreet	38:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904080	5	DD	106398	00:00.0	ICICI BANK	5		55300	0	0	0	sreeja	19:32.0	lallan	03:26.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904088	5	DD	12570	00:00.0	STATE BANK OF PATIAL	16		55300	0	0	0	manpreet	38:17.0	lallan	24:48.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803149	5	CHEQUE	309409	00:00.0	STANDARD CHARTERED	56	NULL	28450	0	0	0	lallan	00:48.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802846	5	CHEQUE	65789	00:00.0	ICICI BANK	72	NULL	6400	0	0	0	lallan	54:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803128	5	CHEQUE	480308	00:00.0	CORPORATION BANK	89	NULL	26800	0	0	0	lallan	21:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903656	5	CHEQUE	5546	00:00.0	ICICI BANK	103	NULL	11250	0	0	0	manpreet	55:06.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903391	5	DD	38968	00:00.0	ICICI BANK	117	NULL	55300	0	0	0	manpreet	56:36.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903664	5	CHEQUE	39634	00:00.0	HSBC BANK	125	NULL	11800	0	0	0	manpreet	20:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903395	5	DD	559286	00:00.0	ICICI BANK	142	NULL	55300	0	0	0	manpreet	37:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500676	5	CHEQUE	883237	00:00.0	ORIENTAL BANK OF COM	144	NULL	7200	0	0	0	manpreet	43:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903415	5	DD	347073	00:00.0	ICICI BANK	172	NULL	55300	0	0	0	manpreet	17:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903427	5	DD	105095	00:00.0	ICICI BANK	175	NULL	55300	0	0	0	manpreet	22:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904091	5	CHEQUE	755374	00:00.0	HDFC BANK	1926		11250	0	0	0	sreeja	02:04.0	sreeja	04:51.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903429	5	DD	115472	00:00.0	ICICI BANK	177	NULL	55300	0	0	0	manpreet	23:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903435	5	DD	154755	00:00.0	ICICI BANK	179	NULL	55300	0	0	0	manpreet	25:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802436	5	CHEQUE	525435	00:00.0	ICICI BANK	183	NULL	28450	0	0	0	lallan	28:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701884	5	CHEQUE	159463	00:00.0	HSBC BANK	185	NULL	28850	0	0	0	manpreet	32:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500287	5	CHEQUE	8712	00:00.0	THE FEDERAL BANK	188	NULL	7200	0	0	0	lallan	34:25.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903922	5	CHEQUE	739720	00:00.0	ICICI BANK	189	NULL	11250	0	0	0	manpreet	35:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600448	5	CHEQUE	457910	00:00.0	SBI	190	NULL	25650	0	0	0	manpreet	36:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802890	5	CHEQUE	664465	00:00.0	ICICI BANK	191	NULL	28450	0	0	0	manpreet	37:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803250	5	CHEQUE	566075	00:00.0	STANDARD CHARTERED	194	NULL	12450	0	0	0	lallan	51:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701738	5	CHEQUE	236332	00:00.0	HDFC BANK	197		6800	0	0	0	manpreet	17:44.0	manpreet	19:02.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701790	5	CHEQUE	701697	00:00.0	HDFC BANK	209	NULL	28850	0	0	0	manpreet	07:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702127	5	CHEQUE	399880	00:00.0	DENA BANK	210	NULL	28850	0	0	0	manpreet	08:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701563	5	CHEQUE	609742	00:00.0	HDFC BANK	218	NULL	28850	0	0	0	manpreet	17:21.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702166	5	CHEQUE	187696	00:00.0	ICICI BANK	219	NULL	28850	0	0	0	manpreet	17:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701682	5	CHEQUE	278359	00:00.0	HDFC BANK	220	NULL	28850	0	0	0	manpreet	18:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904035	5	CHEQUE	282506	00:00.0	ICICI BANK	223	NULL	24700	0	0	0	lallan	24:27.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903919	5	CHEQUE	630078	00:00.0	ICICI BANK	225	NULL	11250	0	0	0	manpreet	31:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903687	5	CHEQUE	25675	00:00.0	SYNDICATE BANK	226	NULL	11250	0	0	0	manpreet	33:27.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903688	5	CHEQUE	251673	00:00.0	SYNDICATE BANK	227	NULL	11250	0	0	0	manpreet	33:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701855	5	CHEQUE	931067	00:00.0	SYNDICATE BANK	228	NULL	27400	0	0	0	lallan	55:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903946	5	CHEQUE	317102	00:00.0	HDFC BANK	231	NULL	11250	0	0	0	manpreet	59:11.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903663	5	CHEQUE	951231	00:00.0	HDFC BANK	233	NULL	11250	0	0	0	manpreet	02:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903658	5	CHEQUE	528780	00:00.0	ICICI BANK	235	NULL	11800	0	0	0	manpreet	22:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701915	5	CHEQUE	71824	00:00.0	CBI	236	NULL	28850	0	0	0	manpreet	28:27.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903694	5	CHEQUE	482062	00:00.0	STATE BANK OF INDIA	237	NULL	11250	0	0	0	manpreet	37:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802308	5	CHEQUE	190569	00:00.0	AXIS BANK LTD.	238		28450	0	0	0	manpreet	53:28.0	lallan	11:12.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802578	5	CHEQUE	818964	00:00.0	HDFC BANK	240	NULL	28450	0	0	0	lallan	45:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802632	5	CHEQUE	393959	00:00.0	PANJAB NATIONAL BANK	241	NULL	26800	0	0	0	manpreet	27:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500190	5	CHEQUE	2104	00:00.0	CITI BANK	245	NULL	27600	0	0	0	lallan	32:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903632	5	CHEQUE	798897	00:00.0	HDFC BANK	247	NULL	9600	0	0	0	manpreet	34:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600464	5	CHEQUE	88907	00:00.0	CITI BANK	248	NULL	29250	0	0	0	manpreet	47:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803366	5	CHEQUE	329667	00:00.0	HDFC BANK	249		26800	0	0	0	lallan	49:13.0	manpreet	25:21.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802943	5	CHEQUE	748939	00:00.0	ORIENTAL BANK OF COM	252	NULL	26800	0	0	0	manpreet	54:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802498	5	CHEQUE	510613	00:00.0	STATE BANK OF INDIA	253	NULL	28450	0	0	0	lallan	55:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904000	5	CHEQUE	882588	00:00.0	HDFC BANK	254	NULL	9600	0	0	0	manpreet	00:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903577	5	CHEQUE	15798	00:00.0	CITI BANK	259	NULL	9600	0	0	0	manpreet	23:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803241	5	CHEQUE	954685	00:00.0	ICICI BANK	260	NULL	26800	0	0	0	manpreet	26:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904081	5	DD	231486	00:00.0	ING VYSYA BANK LTD	9	NULL	55300	0	0	0	manpreet	24:30.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802601	5	CHEQUE	601224	00:00.0	ICICI BANK	1821	NULL	28450	0	0	0	lallan	22:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904093	5	CHEQUE	353508	00:00.0	HDFC BANK	40		8300	0	0	0	sreeja	26:15.0	lallan	43:58.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803014	5	CHEQUE	5059	00:00.0	STATE BANK OF TRAVANCOR	54	NULL	28450	0	0	0	lallan	53:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803295	5	CHEQUE	130489	00:00.0	ABN AMRO	79	NULL	28450	0	0	0	lallan	02:37.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903993	5	CHEQUE	469455	00:00.0	ICICI BANK	80	NULL	1650	0	0	0	manpreet	03:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701267	5	CHEQUE	977521	00:00.0	ICICI BANK	84	NULL	16400	0	0	0	manpreet	15:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802454	5	CHEQUE	700096	00:00.0	STATE BANK OF PATIAL	86	NULL	6400	0	0	0	lallan	19:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701774	5	CHEQUE	112647	00:00.0	STATE BANK OF TRAVANCORE	87		28850	0	0	0	manpreet	20:06.0	lallan	12:34.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701498	5	CHEQUE	872811	00:00.0	ICICI BANK	96	NULL	6800	0	0	0	manpreet	31:53.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803290	5	CHEQUE	393612	00:00.0	INDIAN  BANK	98	NULL	26800	0	0	0	manpreet	36:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701408	5	CHEQUE	218489	00:00.0	CANARA BANK	102		6800	0	0	0	lallan	50:18.0	admin	49:44.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903387	5	DD	227449	00:00.0	ABN AMRO	108		55300	0	0	0	manpreet	38:06.0	lallan	47:11.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702258	5	CHEQUE	627317	00:00.0	STATE BANK OF INDIA	184	NULL	6800	0	0	0	manpreet	30:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600941	5	CHEQUE	637414	00:00.0	STATE BANK OF INDIA	203	NULL	29250	0	0	0	lallan	12:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803016	5	CHEQUE	386724	00:00.0	ICICI BANK	205	NULL	16000	0	0	0	lallan	18:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904036	5	CHEQUE	137163	00:00.0	CITI BANK	208		9600	0	0	0	manpreet	37:39.0	lallan	32:29.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803367	5	CHEQUE	167310	00:00.0	HDFC BANK	215	NULL	26800	0	0	0	manpreet	41:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600454	5	CHEQUE	285191	00:00.0	AXIS	217	NULL	7200	0	0	0	lallan	00:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701856	5	CHEQUE	831068	00:00.0	SYNDICATE BANK	229	NULL	27400	0	0	0	lallan	56:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903945	5	CHEQUE	317101	00:00.0	HDFC BANK	230	NULL	11250	0	0	0	manpreet	57:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600897	5	CHEQUE	951232	00:00.0	HDFC BANK	232	NULL	29250	0	0	0	manpreet	01:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500170	5	CHEQUE	72216	00:00.0	HDFC BANK	242	NULL	25650	0	0	0	manpreet	30:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500177	5	CHEQUE	2103	00:00.0	CITI BANK	243	NULL	27600	0	0	0	lallan	32:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903597	5	CHEQUE	72218	00:00.0	HDFC BANK	244	NULL	11250	0	0	0	manpreet	32:30.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903469	5	CHEQUE	640219	00:00.0	STANDARD CHARTERED	261		11250	0	0	0	manpreet	27:40.0	lallan	24:41.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903867	5	CHEQUE	962562	00:00.0	ICICI BANK	262	NULL	11250	0	0	0	lallan	56:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600601	5	CHEQUE	390760	00:00.0	ICICI BANK	263		27600	0	0	0	manpreet	56:01.0	lallan	18:46.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701849	5	CHEQUE	453707	00:00.0	STATE BANK OF INDIA	265	NULL	28850	0	0	0	lallan	06:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701850	5	CHEQUE	16829	00:00.0	CITI BANK	266	NULL	28850	0	0	0	lallan	07:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601009	5	CHEQUE	505916	00:00.0	ICICI BANK	267		26700	0	0	0	manpreet	11:23.0	lallan	23:36.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702519	5	CHEQUE	7969	00:00.0	STATE BANK OF INDIA	268	NULL	28850	0	0	0	lallan	23:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802880	5	CHEQUE	401678	00:00.0	HDFC BANK	270	NULL	26800	0	0	0	lallan	44:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803088	5	CHEQUE	228201	00:00.0	INDIAN OVERSEAS BANK	272	NULL	6400	0	0	0	lallan	59:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701981	5	CHEQUE	711886	00:00.0	ORIENTAL BANK OF COM	273	NULL	6800	0	0	0	lallan	00:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903895	5	CHEQUE	958338	00:00.0	CITI BANK	274	NULL	9600	0	0	0	lallan	02:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803179	5	CHEQUE	181043	00:00.0	INDIAN OVERSEAS BANK	275	NULL	28450	0	0	0	lallan	05:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803148	5	CHEQUE	165136	00:00.0	INDIAN OVERSEAS BANK	276	NULL	28450	0	0	0	lallan	06:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803227	5	CHEQUE	186749	00:00.0	HDFC BANK	277	NULL	28450	0	0	0	lallan	08:07.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904097	5	DD	64421	00:00.0	AXIS	278	NULL	64900	0	0	0	sreeja	12:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903651	5	CHEQUE	163263	00:00.0	INDIAN BANK	279	NULL	11250	0	0	0	manpreet	19:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803909	5	CHEQUE	683201	00:00.0	HDFC BANK	280	NULL	28450	0	0	0	manpreet	21:07.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701628	5	CHEQUE	617985	00:00.0	HDF	281	NULL	6800	0	0	0	manpreet	23:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701492	5	CHEQUE	4383	00:00.0	SBT	282	NULL	28850	0	0	0	lallan	27:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903932	5	CHEQUE	467936	00:00.0	HDFC BANK	283	NULL	11250	0	0	0	lallan	38:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500672	5	CHEQUE	469646	00:00.0	HDFC BANK	284	NULL	29250	0	0	0	manpreet	52:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702078	5	CHEQUE	932070	00:00.0	VIJAYA BANK	285	NULL	28850	0	0	0	lallan	57:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701371	5	CHEQUE	196905	00:00.0	HDFC BANK	286	NULL	27200	0	0	0	lallan	04:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702269	5	CHEQUE	217319	00:00.0	ABN AMRO	287	NULL	28850	0	0	0	manpreet	04:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904064	5	DD	112934	00:00.0	STATE BANK OF INDIA	8		55300	0	0	0	sreeja	13:57.0	manpreet	35:09.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904068	5	DD	246231	00:00.0	PANJAB NATIONAL BANK	20		55300	0	0	0	sreeja	16:37.0	lallan	45:53.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904070	5	DD	160094	00:00.0	ICICI BANK	22	NULL	55300	0	0	0	sreeja	19:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904071	5	DD	160093	00:00.0	ICICI BANK	23	NULL	55300	0	0	0	sreeja	19:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
