UserId	RecId	Item	ItemType	Variety	ForeQty	ForeMonth	QltyParam	UnderKPK	UOM	ForeYear
naresh0804	2828	Fertilizer	Urea	NULL	100	May	NULL	KPK0804	bags	2012
sukhbir0804	1897	Fertilizer	Urea	NULL	50	June	Shri Ram	KPK0804	bags	2012
dharmendra0804	8231	Fertilizer	DAP	NULL	6	May	Null	KPK0804	bags	2012
roshan0804	3510	Fertilizer	Urea	NULL	32	May	NULL	KPK0804	bags	2012
ajad0804	2133	seed	Paddy	NULL	10	June	NULL	KPK0804	NULL	2012
roshan0804	3417	Seed	Wheat	NULL	4	May	NULL	KPK0804	NULL	2012
nasvir0804	4480	Fertilizer	Urea	NULL	40	May	NULL	KPK0804	bags	2012
skumar0804	8269	Fertilizer	DAP	NULL	20	May	NULL	KPK0804	bags	2012
satyavan0804	2110	Fertilizer	Urea	NULL	15	February	NULL	KPK0804	bags	2012
naresh0804	2553	Seed	Wheat	NULL	10	May	343	KPK0804	NULL	2012
satbir0804	3603	Fertilizer	Urea	NULL	40	May	NULL	KPK0804	bags	2012
ranvir0804	2630	Fertilizer	DAP	NULL	80	February	NULL	KPK0804	bags	2012
sukhbir0804	2143	Seed	Wheat	NULL	20	June	NULL	KPK0804	NULL	2012
naresh0804	3328	Fertilizer	DAP	NULL	50	May	NULL	KPK0804	bags	2012
dharam0804	3421	Fertilizer	Urea	NULL	15	May	Null	KPK0804	bags	2012
ranbir0804	2754	Fertilizer	DAP	NULL	16	June	Shri Ram	KPK0804	bags	2012
roshan0804	3509	Fertilizer	DAP	NULL	16	May	NULL	KPK0804	bags	2012
satbir0804	3332	Fertilizer	DAP	NULL	28	May	NULL	KPK0804	bags	2012
ajad0804	2657	Fertilizer	DAP	NULL	18	June	Shri Ram	KPK0804	bags	2012
mahendra0804	8255	Fertilizer	Urea	NULL	10	May	NULL	KPK0804	bags	2012
naresh0804	2124	Seed	Paddy	NULL	10	May	Basmati	KPK0804	NULL	2012
ranvir0804	2888	Seed	Wheat	NULL	40	February	343	KPK0804	NULL	2012
ranbir0804	1971	Seed	Wheat	NULL	8	June	NULL	KPK0804	NULL	2012
sukhbir0804	3168	seed	Paddy	NULL	20	June	NULL	KPK0804	NULL	2012
sukhbir0804	2670	Fertilizer	DAP	NULL	18	June	Shri Ram	KPK0804	bags	2012
mahendra0804	8803	Fertilizer	DAP	NULL	5	May	NULL	KPK0804	bags	2012
suraj0804	2660	Fertilizer	Urea	NULL	50	June	NULL	KPK0804	bags	2012
ranbir0804	2317	Fertilizer	Urea	NULL	32	June	Shri Ram	KPK0804	bags	2012
raay0804	3329	Fertilizer	DAP	NULL	16	May	NULL	KPK0804	bags	2012
dharmendra0804	4261	Fertilizer	Urea	NULL	12	May	Null	KPK0804	bags	2012
skumar0804	2108	Seed	Wheat	NULL	10	May	343	KPK0804	NULL	2012
nasvir0804	4140	Fertilizer	DAP	NULL	20	May	NULL	KPK0804	bags	2012
ranvir0804	3060	Fertilizer	Urea	NULL	250	February	Oswal	KPK0804	bags	2012
skumar0804	2107	Fertilizer	Urea	NULL	40	May	NULL	KPK0804	bags	2012
ranbir0804	2142	seed	Paddy	NULL	8	June	NULL	KPK0804	NULL	2012
satyavan0804	2536	Fertilizer	DAP	NULL	6	February	NULL	KPK0804	bags	2012
ajad0804	1964	Seed	Wheat	NULL	10	June	NULL	KPK0804	NULL	2012
skumar0804	2203	Seed	Paddy	NULL	10	May	Basmati	KPK0804	NULL	2012
suresh0804	3416	Fertilizer	Urea	IFFCO	120	May	IFFCO	KPK0804	bags	2012
ajad0804	2310	Fertilizer	Urea	NULL	36	June	Shri Ram	KPK0804	bags	2012
roshan0804	3511	Seed	Paddy	NULL	4	May	NULL	KPK0804	NULL	2012
dharam0804	4409	Fertilizer	DAP	NULL	5	May	Null	KPK0804	bags	2012
raay0804	3783	Fertilizer	Urea	NULL	32	May	NULL	KPK0804	bags	2012
suraj0804	2475	Fertilizer	DAP	NULL	20	June	NULL	KPK0804	bags	2012
suresh0804	3971	Fertilizer	DAP	IFFCO	60	May	IFFCO	KPK0804	bags	2012
Braj0966	244	Seed	Gwar	NULL	0.02	May	NULL	KPK0966	Qntls	2012
mangal0966	11400	Fertilizer	DAP		20	June	Sardar	kpk0966	bags	2012
kajod0966	143	Fertilizer	DAP	Shri Ram	25	May	Shri ram	KPK0966	bags	2012
Braj0966	174	Fertilizer	DAP	Shri Ram	2	May	Shri Ram	KPK0966	bags	2012
ramlal10966	190	Fertilizer	Urea	Shri Ram	10	May	Shri Ram	KPK0966	bags	2012
kanahiya0966	212	Fertilizer	SSP	NULL	4	May	NULL	KPK0966	bags	2012
govind0966	57	Seed	Tomato	NULL	0.01	May	Rocky	KPK0966	Qntls	2012
kailashchand0966	94	Fertilizer	Urea	IFFCO	5	May	IFFCO	KPK0966	bags	2012
ganpat0966	11526	Fertilizer	DAP	IFFCO	8	June	IFFCO	kpk0966	bags	2012
kcjaat0966	86	Fertilizer	Urea	Shri Ram	10	May	Shri Ram	KPK0966	bags	2012
prakash0966	293	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0966	bags	2012
ramkunwar0966	12186	Fertilizer	Potash		10	June	NULL	kpk0966	bags	2012
lalaram0966	11925	Fertilizer	Potash		1	June	NULL	kpk0966	bags	2012
nandi0966	12096	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
pappu0966	192	Fertilizer	CAN	NULL	25	May	NULL	KPK0966	bags	2012
jagdish0966	11955	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
mohan0966	247	Fertilizer	Urea	Shri Ram	15	May	Shri Ram	KPK0966	bags	2012
kanahiya0966	292	Agrochemicals	Phorate	NULL	10	May	NULL	KPK0966	kgs	2012
prakash0966	61	Fertilizer	Urea	Shri Ram	8	May	Shri Ram	KPK0966	bags	2012
ramsingh0966	11293	Fertilizer	Urea	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
Lala0966	38	Fertilizer	Urea	Shri Ram	15	May	Shri Ram	KPK0966	bags	2012
babu10966	11847	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
kajod0966	104	Fertilizer	Urea	IFFCO	10	May	IFFCO	KPK0966	bags	2012
mdsaini0966	147	Agrochemicals	Super Killer	NULL	10	May	NULL	KPK0966	ltrs	2012
ganesh0966	193	Fertilizer	DAP	IFFCO	2	May	IFFCO	KPK0966	bags	2012
kailash0966	176	Fertilizer	Urea	Shri Ram	10	May	Shri Ram	KPK0966	bags	2012
kanahiya0966	89	Fertilizer	Potash	NULL	5	May	NULL	KPK0966	bags	2012
kcjaat0966	259	Fertilizer	DAP	IFFCO	8	May	IFFCO	KPK0966	bags	2012
mohan0966	112	Fertilizer	DAP	Shri Ram	8	May	Shri Ram	KPK0966	bags	2012
kalyan0966	12065	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
maliram0966	285	Fertilizer	Potash	NULL	10	May	NULL	KPK0966	bags	2012
lalaram0966	11924	Fertilizer	Urea	Shri Ram	2	June	Shri Ram	kpk0966	bags	2012
suva0966	12134	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
bodu0966	12205	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
Lala0966	103	Fertilizer	DAP	IFFCO	10	May	IFFCO	KPK0966	bags	2012
puran0966	11781	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
ravi0966	11217	Fertilizer	Urea		2	June	NULL	kpk0966	bags	2012
dhanna0966	11993	Fertilizer	DAP	IFFCO	15	June	IFFCO	kpk0966	bags	2012
kailashchand0966	93	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0966	bags	2012
badri0966	11324	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
kailash0966	92	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0966	bags	2012
kailash30966	12244	Fertilizer	DAP	IFFCO	8	June	IFFCO	kpk0966	bags	2012
rampal0966	11870	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
badriruda0966	11660	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
pappu0966	289	Fertilizer	Potash	NULL	15	May	NULL	KPK0966	bags	2012
ramkishor0966	11753	Fertilizer	DAP		20	June	Sardar	kpk0966	bags	2012
banshi20966	11792	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
govind0966	81	Fertilizer	DAP	Shri Ram	15	May	Shri Ram	KPK0966	bags	2012
Braj0966	175	Fertilizer	Urea	Shri Ram	5	May	Shri Ram	KPK0966	bags	2012
gopal0966	11940	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
bhairu0966	11485	Fertilizer	Urea	Shri Ram	20	June	Shri Ram	kpk0966	bags	2012
sagar0966	12075	Fertilizer	DAP	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
rakeshnathu0966	12119	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
shankar10966	12058	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
hanuman0966	11926	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
badriruda0966	11661	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
ramlal10966	25	Fertilizer	DAP	IFFCO	10	May	IFFCO	KPK0966	bags	2012
jagdish10966	12172	Fertilizer	Urea	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
nandi0966	12097	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
chotu0966	11470	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
puran0966	11782	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
mukesh0966	11808	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
mangu0966	11886	Fertilizer	DAP	IFFCO	15	June	IFFCO	kpk0966	bags	2012
chauth0966	11760	Fertilizer	Urea	Shri Ram	3	June	Shri Ram	kpk0966	bags	2012
banshi0966	11699	Fertilizer	Potash		15	June	NULL	kpk0966	bags	2012
badri40966	12003	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
ganpat0966	11527	Fertilizer	Urea	Shri Ram	7	June	Shri Ram	kpk0966	bags	2012
chatar0966	12035	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
banshi10966	11744	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
ramavtar0966	234	Fertilizer	Urea	Shri Ram	5	May	Shri Ram	KPK0966	bags	2012
buddi0966	11707	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
mdsaini0966	109	Agrochemicals	Zonofix	NULL	1	May	NULL	KPK0966	ltrs	2012
banshi0966	11697	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
kalyan0966	12066	Fertilizer	Urea	IFFCO	5	June	IFFCO	kpk0966	bags	2012
kailash10966	12069	Fertilizer	Urea	Shri Ram	2	June	Shri Ram	kpk0966	bags	2012
badri30966	11874	Fertilizer	DAP	IFFCO	15	June	IFFCO	kpk0966	bags	2012
ravi0966	11219	Fertilizer	Potash		5	June	NULL	kpk0966	bags	2012
chotu0966	11471	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
banshi0966	11698	Fertilizer	Zinc		0.15	June	NULL	kpk0966	bags	2012
nand0966	12046	Fertilizer	Urea	Shri Ram	7	June	Shri Ram	kpk0966	bags	2012
dinesh0966	11731	Fertilizer	DAP		5	November	Sardar	kpk0966	bags	2012
mohan20966	12014	Fertilizer	Urea	Shri Ram	6	June	Shri Ram	kpk0966	bags	2012
nand0966	12047	Fertilizer	Potash		20	June	NULL	kpk0966	bags	2012
mangal10966	12156	Fertilizer	Urea	Shri Ram	2	June	Shri Ram	kpk0966	bags	2012
ramkunwar0966	12185	Fertilizer	Urea	Shri Ram	3	June	Shri Ram	kpk0966	bags	2012
mohan10966	12009	Fertilizer	Urea	Shri Ram	20	June	Shri Ram	kpk0966	bags	2012
mangal0966	11403	Agrochemicals	Insecticide		20	June	NULL	kpk0966	kgs	2012
jagdish0966	11954	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
chatar0966	12036	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
shankar0966	11988	Fertilizer	Urea	Shri Ram	2	June	Shri Ram	kpk0966	bags	2012
babu20966	12060	Fertilizer	DAP	IFFCO	8	June	IFFCO	kpk0966	bags	2012
kailash20966	12165	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
jagannath0966	11773	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
ramkunwar0966	12184	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
rameshwar10966	12037	Fertilizer	DAP	IFFCO	7	June	IFFCO	kpk0966	bags	2012
badri30966	11875	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
mali0966	11443	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
nand0966	12045	Fertilizer	DAP	IFFCO	4	June	IFFCO	kpk0966	bags	2012
ramprasad0966	11907	Fertilizer	Potash		14	June	NULL	kpk0966	bags	2012
babu20966	12061	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
bodu0966	12206	Fertilizer	Urea	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
jagdish10966	12171	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
ramsingh0966	11292	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
bodu10966	12224	Fertilizer	Zinc		10	June	NULL	kpk0966	bags	2012
dinesh0966	11732	Fertilizer	Urea	Shri Ram	5	November	Shri Ram	kpk0966	bags	2012
sagar0966	12076	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
krishan0966	11844	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
nand0966	12048	Fertilizer	Zinc		0.05	June	NULL	kpk0966	bags	2012
sahay0966	11678	Fertilizer	Zinc		0.1	June	NULL	kpk0966	bags	2012
krishan0966	11843	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
devi0966	12090	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
mohan30966	12088	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
sahay0966	11677	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
ram0966	11254	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
mangal0966	11402	Fertilizer	SSP		20	June	NULL	kpk0966	bags	2012
ram10966	11641	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
rameshwar0966	12015	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
rameshwar10966	12038	Fertilizer	Urea	Shri Ram	9	June	Shri Ram	kpk0966	bags	2012
shankar0966	11989	Seed	Groundnut		0.6	June	Rasdar	kpk0966	qntls	2012
ravi0966	11216	Fertilizer	DAP		2	June	NULL	kpk0966	bags	2012
buddi0966	11706	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
sahay0966	11676	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
ramchander0966	11859	Fertilizer	DAP	IFFCO	3	June	IFFCO	kpk0966	bags	2012
ramkishor0966	11754	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
bodu10966	12222	Fertilizer	Urea	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
jagannath0966	11772	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
mangu0966	11887	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
kailash30966	12245	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
mohan20966	12013	Fertilizer	DAP	IFFCO	4	June	IFFCO	kpk0966	bags	2012
gopal0966	11941	Fertilizer	Urea	Shri Ram	7	June	Shri Ram	kpk0966	bags	2012
bhairu0966	11484	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
babu10966	11849	Fertilizer	Zinc		0.25	June	NULL	kpk0966	bags	2012
ramchander0966	11860	Fertilizer	Urea	Shri Ram	10	June	Shri Ram	kpk0966	bags	2012
chauth0966	11759	Fertilizer	DAP	IFFCO	5	June	IFFCO	kpk0966	bags	2012
rakeshnathu0966	12120	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
bodu10966	12221	Fertilizer	DAP		8	June	Sardar	kpk0966	bags	2012
ganesh0966	213	Fertilizer	Urea	Shri Ram	5	May	Shri Ram	KPK0966	bags	2012
ravi0966	11218	Fertilizer	Zinc		0.1	June	NULL	kpk0966	bags	2012
bhagirath0966	12079	Fertilizer	Urea	Shri Ram	6	June	Shri Ram	kpk0966	bags	2012
ram10966	11642	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
dinesh0966	11733	Seed	Groundnut		1	November	Hybrid	kpk0966	qntls	2012
banshi20966	11793	Fertilizer	Urea	Shri Ram	5	June	Shri Ram	kpk0966	bags	2012
maliram0966	108	Fertilizer	DAP	Shri Ram	15	May	Shri Ram	KPK0966	bags	2012
mdsaini0966	335	Agrochemicals	Monocrotophos	NULL	10	May	NULL	KPK0966	ltrs	2012
devi0966	12091	Fertilizer	Urea	Shri Ram	8	June	Shri Ram	kpk0966	bags	2012
kanahiya0966	291	Fertilizer	Urea	Shri Ram	6	May	Shri Ram	KPK0966	bags	2012
rameshwar0966	12016	Seed	Vegetable		15	December	Pusa	kpk0966	bags	2012
mangilal10966	111	Seed	Cauliflower	NULL	0.03	May	NULL	KPK0966	Qntls	2012
kailash20966	12164	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
rampal0966	11869	Fertilizer	DAP	IFFCO	10	June	IFFCO	kpk0966	bags	2012
ramprasad0966	11905	Fertilizer	DAP	IFFCO	3	June	IFFCO	kpk0966	bags	2012
hanuman0966	11927	Fertilizer	Urea	Shri Ram	2	June	Shri Ram	kpk0966	bags	2012
ram0966	11255	Fertilizer	Urea	Shri Ram	15	June	Shri Ram	kpk0966	bags	2012
lalaram0966	11923	Fertilizer	DAP	IFFCO	2	June	IFFCO	kpk0966	bags	2012
