Product	Duration	Month	Year	Location	TargetSales
LIEFMANS	3/1/13 12:00 AM	March	2013	DEL	100
LIEFMANS	3/1/13 12:00 AM	March	2013	MUM	20
LIEFMANS	3/1/13 12:00 AM	March	2013	PUN	15
LIEFMANS	3/1/13 12:00 AM	March	2013	GGN	5
LIEFMANS	3/1/13 12:00 AM	March	2013	GOA	0
LIEFMANS	3/1/13 12:00 AM	March	2013	CDG	0
LIEFMANS	3/1/13 12:00 AM	March	2013	RAJ	0
LIEFMANS	3/1/13 12:00 AM	March	2013	KOL	0
CHIMAY	3/1/13 12:00 AM	March	2013	DEL	75
CHIMAY	3/1/13 12:00 AM	March	2013	MUM	25
CHIMAY	3/1/13 12:00 AM	March	2013	PUN	20
CHIMAY	3/1/13 12:00 AM	March	2013	GGN	5
CHIMAY	3/1/13 12:00 AM	March	2013	GOA	0
CHIMAY	3/1/13 12:00 AM	March	2013	CDG	0
CHIMAY	3/1/13 12:00 AM	March	2013	RAJ	0
CHIMAY	3/1/13 12:00 AM	March	2013	KOL	0
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	DEL	100
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	MUM	30
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	PUN	15
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	GGN	5
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	GOA	50
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	CDG	0
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	RAJ	0
WEIHENSTEPHANER	3/1/13 12:00 AM	March	2013	KOL	0
FRUEH	3/1/13 12:00 AM	March	2013	DEL	100
FRUEH	3/1/13 12:00 AM	March	2013	MUM	30
FRUEH	3/1/13 12:00 AM	March	2013	PUN	15
FRUEH	3/1/13 12:00 AM	March	2013	GGN	5
FRUEH	3/1/13 12:00 AM	March	2013	GOA	0
FRUEH	3/1/13 12:00 AM	March	2013	CDG	0
FRUEH	3/1/13 12:00 AM	March	2013	RAJ	0
FRUEH	3/1/13 12:00 AM	March	2013	KOL	0
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	DEL	150
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	MUM	75
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	PUN	45
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	GGN	15
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	GOA	50
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	CDG	0
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	RAJ	0
ESTRELLA DAMM	3/1/13 12:00 AM	March	2013	KOL	20
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	DEL	100
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	MUM	15
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	PUN	15
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	GGN	5
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	GOA	0
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	CDG	0
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	RAJ	0
BROOKLYN LAGER	3/1/13 12:00 AM	March	2013	KOL	0
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	DEL	75
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	MUM	15
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	PUN	5
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	GGN	5
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	GOA	0
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	CDG	0
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	RAJ	0
BROOKLYN IPA	3/1/13 12:00 AM	March	2013	KOL	15
SAISON DUPONT	3/1/13 12:00 AM	March	2013	DEL	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	MUM	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	PUN	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	GGN	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	GOA	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	CDG	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	RAJ	0
SAISON DUPONT	3/1/13 12:00 AM	March	2013	KOL	0
